@relation train_right_selected.arff

@attribute Upper_Stretch numeric
@attribute Rate_of_Change_Max_ numeric
@attribute Rate_of_Change_Min_ numeric
@attribute Respiration_Duration_dist numeric
@attribute Upper_Stretch_dist numeric
@attribute Rate_of_Change_Min__dist numeric
@attribute Lower_Stretch_ratio numeric
@attribute Magnitude_Mean_ numeric
@attribute Wrist_Duration numeric
@attribute Pitch_Median_ numeric
@attribute Roll_Mean_ numeric
@attribute Roll_Median_ numeric
@attribute RStime-WEtime numeric

@attribute class {puff,nonpuff}

@data
693.02645505,26.91922272,-44.68309273,2015.62500000,53.02865997,-7.30297252,0.91335235,9.64480310,4500.00000000,54.11775881,67.84625736,69.16283071,1649.00000000,nonpuff
729.32799310,35.98870768,-36.56210437,944.81250000,117.60119052,0.53197203,0.91335235,18.36583128,3937.50000000,55.31917580,58.97656491,58.76602546,977.12500000,nonpuff
702.48373350,47.88863265,-37.77869616,-257.81250000,351.89625644,-4.89982963,1.01385496,425.02220766,500.00000000,60.06446880,64.53491574,66.06311107,1648.50000000,nonpuff
593.00761259,34.88314338,-45.23310254,375.00000000,259.46859507,-21.73788413,1.66244702,107.68183293,1562.50000000,30.32743591,16.40629236,12.84544993,2086.00000000,nonpuff
229.63179757,18.95054764,-22.13386863,-1687.50000000,-84.72663657,4.05293117,0.97593153,218.87202319,3062.50000000,36.16616860,44.12829281,46.50984470,-291.00000000,nonpuff
1039.22899686,44.28461258,-40.32288636,2742.18750000,674.13813757,-13.92341509,1.34845896,216.51354515,1312.50000000,66.76514358,61.20177183,63.80016261,271.50000000,nonpuff
1039.22899686,44.28461258,-40.32288636,2742.18750000,674.13813757,-13.92341509,1.34845896,278.20239049,1437.50000000,44.98996649,53.35738230,50.31814518,-2541.00000000,nonpuff
382.90301690,19.99959664,-28.80069440,141.56250000,-18.91053913,-4.80845979,1.16737112,95.07120896,1375.00000000,36.29053838,71.83598937,73.10424629,2050.87500000,nonpuff
456.63149154,24.88192907,-25.22211546,586.87500000,29.76235929,-1.07916639,1.00874671,99.51648197,2625.00000000,33.92041589,67.43788193,70.06110206,582.12500000,nonpuff
770.75260676,44.98885795,-31.63295045,3562.50000000,392.77104950,-11.30417615,2.01574994,211.02539903,3812.50000000,38.63843494,38.82773941,36.66192472,2660.25000000,nonpuff
770.75260676,44.98885795,-31.63295045,3562.50000000,392.77104950,-11.30417615,2.01574994,164.70411998,1687.50000000,30.50752828,-16.88970857,-13.79268197,97.75000000,nonpuff
-37.91638249,13.33037918,-14.60690540,-562.50000000,-297.46389985,6.46248694,1.07979125,55.45488819,5125.00000000,51.89445010,46.96021868,47.45291462,5660.25000000,nonpuff
179.30789788,27.39978702,-16.04363201,-398.43750000,-80.23961948,5.02576033,1.07979125,27.84873913,6750.00000000,45.74489343,15.70027579,15.10928840,-402.25000000,nonpuff
1540.98504089,31.94396215,-166.61076000,3351.56250000,1303.94578392,-148.84520470,6.67267664,30.68765904,3750.00000000,57.41535369,76.50789417,77.91297842,-4871.00000000,nonpuff
285.82503316,14.27062811,-37.56733622,-46.87500000,3.59461080,-15.89734531,2.00267058,315.53438699,3062.50000000,43.84840997,24.63405392,15.14735438,920.25000000,nonpuff
1070.90109340,61.85597687,-49.96191484,-726.56250000,833.49170222,-25.34467058,0.73511676,178.42795029,875.00000000,31.00774758,38.02843329,38.00492217,2764.00000000,nonpuff
356.98121547,35.29977918,-24.84185637,-984.37500000,2.31094228,0.46923873,0.97848606,189.12265281,3437.50000000,32.02494043,13.28596426,13.63684485,2545.25000000,nonpuff
700.09957056,55.26728320,-58.96904095,-140.62500000,229.36011717,-31.69512222,1.09883226,74.44362866,500.00000000,58.88400242,104.45033705,104.30619599,570.25000000,nonpuff
844.69986207,31.10757513,-26.32585759,1992.18750000,372.79742677,0.02299328,1.18791349,74.23840656,6062.50000000,43.24538306,66.34361637,65.04249734,523.37500000,nonpuff
1123.98366172,52.06077643,-63.10917312,1382.81250000,669.68071745,-29.11648199,0.43818716,143.79846903,3375.00000000,55.02908418,89.70915905,92.44664417,-273.50000000,puff
1337.75857892,90.67120424,-55.75552012,2789.06250000,816.84964646,-15.91839869,1.20101265,129.62238528,3000.00000000,52.42374136,96.80774124,94.75711396,-1742.25000000,puff
962.99916154,64.72553188,-26.26800106,1546.87500000,420.44248945,18.51926548,1.01829013,162.79776615,2750.00000000,51.34493857,104.88622734,104.62343024,-1351.62500000,puff
831.94886659,55.33748732,-59.79602577,-562.50000000,227.58454275,-15.25156074,0.53993695,459.72784109,750.00000000,42.90633222,113.28122677,107.23931565,903.12500000,nonpuff
208.39872185,23.34171514,-45.82274376,1687.50000000,-345.71550998,-3.13296491,1.07811825,437.86004387,500.00000000,47.23999529,9.08536847,8.48750421,-471.87500000,nonpuff
525.18695685,33.12171851,-42.74606963,2835.93750000,70.10339850,-1.38651871,1.01905994,261.14100027,1875.00000000,63.66377306,21.76575970,19.39041609,-1206.25000000,nonpuff
1521.40443419,70.11396000,-85.26275406,-1031.25000000,999.83380021,-48.09494679,1.23803060,70.87856300,625.00000000,46.92343070,50.31485916,50.15037680,1373.00000000,nonpuff
1024.32443182,75.05180469,-103.71365439,1500.00000000,527.10281002,-66.54584711,1.34508396,103.51309886,2062.50000000,35.08460750,50.92847184,48.06424986,669.87500000,puff
2435.05686988,94.37067875,-83.60659847,3726.56250000,1937.83524808,-40.82001032,1.48953956,113.62353305,2375.00000000,48.36622165,57.09127404,57.21366609,-314.50000000,puff
960.35368942,59.72667282,-64.77517768,1570.31250000,493.19210110,-21.98858953,0.98905790,84.28213606,3125.00000000,51.74153448,63.03349061,61.49337383,1138.62500000,puff
1373.18391065,96.09287373,-64.57024090,8460.93750000,906.02232232,-17.96179882,2.04351433,77.56049903,2875.00000000,46.77810319,50.96554544,51.01205593,-6236.37500000,puff
1347.42074219,87.67775116,-53.19208470,3304.68750000,943.96373948,-10.72126979,0.98198867,143.88625713,2312.50000000,51.47608706,54.21986157,52.26541097,998.00000000,puff
1205.14306845,79.36214521,-54.18572003,4898.43750000,870.58734747,-29.17067958,2.42027487,75.35279201,2437.50000000,50.31890411,53.83718465,54.02848760,326.12500000,puff
1074.04907458,76.21232083,-42.76316659,4101.56250000,663.30744058,-9.22602332,2.07306523,67.36834610,2375.00000000,49.96770276,59.94993781,59.79305625,-1095.75000000,puff
1024.69004546,56.50581146,-55.56538002,234.37500000,751.70190445,-29.83594049,1.07120471,149.74856402,1312.50000000,46.52012989,69.59543448,70.22274194,1294.87500000,puff
1306.99221666,75.00101195,-58.91950037,8460.93750000,1014.60455056,-33.35773205,2.12484290,74.06259682,1437.50000000,52.77785896,69.08906673,71.21099224,1154.25000000,puff
377.77679531,26.19433477,-49.06055607,1546.87500000,-359.13528789,-4.26140312,1.16530421,329.20639845,2437.50000000,30.52238548,57.19553658,58.38860575,1341.75000000,nonpuff
724.27797517,96.06222534,-14.82614946,-609.37500000,-17.91796955,34.65244889,1.76251316,258.54154655,2062.50000000,40.11032749,-52.07881862,-50.62935406,286.12500000,nonpuff
319.65167835,41.48834268,-16.17424937,984.37500000,3.05737782,3.49390601,3.40778461,107.46780455,1875.00000000,54.67460419,10.60272625,11.51948123,-729.37500000,nonpuff
267.38246222,34.23145493,-16.18993060,46.87500000,-1.04229860,0.69488213,3.87029952,143.68185669,1187.50000000,50.28190972,-3.74811789,-3.77811452,1411.25000000,nonpuff
1566.24354038,47.82483532,-86.55521185,7898.43750000,1409.57001303,-75.83410336,5.79929539,269.51673626,1812.50000000,45.68013668,46.66457366,47.53807564,255.00000000,nonpuff
1566.24354038,47.82483532,-86.55521185,7898.43750000,1409.57001303,-75.83410336,5.79929539,296.23416814,1125.00000000,45.77260226,59.41737506,57.00676694,-1682.50000000,nonpuff
623.54601438,37.05389161,-33.45091342,-468.75000000,375.17498274,-16.84982848,1.58627842,117.84621457,3312.50000000,34.44983940,-57.78999027,-60.47385264,2751.75000000,nonpuff
81.35463701,8.18454677,-10.75738637,3773.43750000,-151.57530089,3.27555565,1.09252167,59.21204316,4062.50000000,58.61928040,27.58727109,27.82495476,-3357.62500000,nonpuff
303.01869685,16.08491126,-29.66865573,1523.43750000,86.75258014,-16.32372799,3.13515151,20.59669782,5062.50000000,57.24642027,37.95210796,38.40210342,-592.00000000,nonpuff
208.50012468,65.92808188,-23.10854035,-1218.75000000,-31.93436185,7.29321690,2.23463664,48.74760812,4187.50000000,55.17358209,14.70336100,14.98038404,1837.37500000,nonpuff
-38.76359701,22.44268055,-7.44780957,-328.12500000,-274.15604074,6.03886918,3.03927179,118.02540176,3812.50000000,67.22011165,21.18918889,24.52213228,2512.75000000,nonpuff
383.45200194,22.47333626,-31.15197842,-1054.68750000,148.05955822,-17.66529966,1.36130454,156.18136003,3000.00000000,54.03205190,83.50484713,83.63299100,1528.37500000,nonpuff
1790.79191512,96.35128923,-53.19898386,23.43750000,1574.52768740,-40.25613207,2.14898104,94.41253356,937.50000000,48.75708114,-16.93982550,-16.68852900,1669.00000000,nonpuff
250.68719367,13.48124802,-12.18885317,1382.81250000,23.90944002,0.52734407,0.57679725,12.39356988,5687.50000000,55.79116094,11.15413202,11.04390685,2825.25000000,nonpuff
588.34449908,37.59084764,-45.66578088,-1007.81250000,370.99273176,-33.40521276,2.72114071,13.70529845,3625.00000000,55.92600775,-3.57479591,-3.54188729,-1034.12500000,nonpuff
425.27607907,29.48660638,-19.85412666,1242.18750000,207.92431174,-7.37192419,2.78156655,90.08698576,1125.00000000,71.77053194,36.89652616,36.28556243,-1190.37500000,nonpuff
1008.81304065,46.12431664,-39.39814760,1664.06250000,784.43111346,-24.85815507,0.69693895,54.04407852,2875.00000000,49.97255007,28.73355662,29.74688152,2200.25000000,nonpuff
126.49373284,13.70915827,-14.17244980,-1710.93750000,-82.29980205,1.26983967,1.20369071,118.95158445,1562.50000000,47.64515394,80.43504578,80.59571337,-1534.12500000,nonpuff
722.80429357,21.20972627,-79.91858548,5273.43750000,477.85199508,-61.34859028,3.01699266,66.26631891,4875.00000000,54.41404138,79.38958543,80.19269015,-2799.75000000,nonpuff
1004.80822054,87.41923577,-87.69605095,164.06250000,759.85592205,-69.12605576,3.01699266,213.95221440,1687.50000000,66.65848324,7.83195370,10.26908772,2872.12500000,nonpuff
727.50254336,28.57176965,-28.05027379,4570.31250000,500.14176152,-13.03500560,2.02018329,138.29209878,1125.00000000,53.27831759,42.31429914,44.47701428,-3516.25000000,nonpuff
384.40110852,14.14319842,-21.40624928,773.43750000,141.94312918,-6.39098109,0.91473019,191.76886560,2250.00000000,52.64777359,17.57001817,19.64315285,2640.00000000,nonpuff
384.40110852,14.14319842,-21.40624928,773.43750000,141.94312918,-6.39098109,0.91473019,87.44936944,750.00000000,51.50610892,6.08961698,6.43191104,1515.00000000,nonpuff
327.16300200,21.66623839,-17.64271019,5015.62500000,99.80222016,-2.62744200,0.91473019,22.37305861,5750.00000000,58.15049200,36.65302746,36.63124951,-3125.62500000,nonpuff
401.28060677,26.47851481,-30.14454797,-187.50000000,158.82262743,-14.98417566,1.67743671,51.37516625,3812.50000000,52.65598817,12.97566503,13.27708922,811.87500000,nonpuff
285.67915930,15.36607177,-29.36201921,-515.62500000,56.35898593,-17.33888680,2.42856712,49.36901493,6500.00000000,56.64652211,56.46668100,57.72724237,458.87500000,nonpuff
-11.43427385,19.12618129,-8.25608659,-1101.56250000,-240.75444721,4.42397289,2.03153825,38.45009083,437.50000000,58.27759221,62.67571726,62.26625665,1755.75000000,nonpuff
356.47061695,39.35206025,-17.09074069,-843.75000000,87.69754483,-1.87535464,1.72072546,53.20414755,875.00000000,57.47909499,45.55830216,45.36854525,2865.12500000,nonpuff
294.48556647,14.94572939,-17.95714898,0.00000000,25.71249436,-2.74176293,0.44450747,34.17682271,3062.50000000,68.09170089,-6.65965696,-6.74664320,-1603.62500000,nonpuff
290.15560758,22.14299856,-24.76819587,-140.62500000,21.38253546,-8.78679840,1.15665731,36.95543443,2812.50000000,61.59542514,43.66399234,43.41885809,-1213.00000000,nonpuff
214.44945253,15.15461522,-15.68027084,-1546.87500000,27.08255399,-5.45096132,0.85960327,137.08676503,2000.00000000,57.20110393,66.55910209,69.15645125,-291.12500000,nonpuff
211.00500054,14.95924783,-10.11015721,-796.87500000,23.63810200,0.11915231,0.75173692,158.89306276,625.00000000,56.47688504,86.57824590,85.31754673,349.50000000,nonpuff
301.78855532,23.38223966,-18.91182921,234.37500000,142.25589961,-8.05613544,1.84280857,23.55233441,4750.00000000,54.17781836,-11.90731680,-10.78002536,3318.25000000,nonpuff
352.43494700,25.05759534,-18.24590771,-187.50000000,150.97170216,-5.22966505,1.03409839,38.61838336,7000.00000000,66.63957417,22.83619144,26.43097549,3958.87500000,nonpuff
328.04678160,15.60950652,-17.77413045,-267.43750000,153.05961610,-6.55113989,0.91660629,103.67492655,1312.50000000,62.38709596,20.37085843,20.04120223,740.12500000,nonpuff
328.04678160,15.60950652,-17.77413045,-267.43750000,153.05961610,-6.55113989,0.91660629,70.53512704,2062.50000000,62.95416941,22.48645969,22.52327470,-1572.37500000,nonpuff
360.93881720,19.61622660,-24.59972621,0.00000000,194.42625657,-13.53407647,2.15718488,5.30089502,3750.00000000,62.24575437,23.37018530,23.43593306,118.75000000,nonpuff
298.48997325,22.48906281,-19.32042629,-164.06250000,106.16563693,-5.94929252,1.29537211,109.69026461,1812.50000000,53.07355476,46.06753538,45.28604207,775.00000000,nonpuff
105.47768605,7.93005992,-12.12176045,-1570.31250000,-82.30106486,0.64004432,0.93057693,158.09621129,3375.00000000,53.48522836,-2.28733897,-9.85249616,1618.75000000,nonpuff
263.23370562,18.92157952,-13.87573224,23.43750000,42.36517949,-0.83147310,1.01559856,90.44772970,625.00000000,60.16286398,65.69054627,65.78932628,-1443.75000000,nonpuff
280.90561018,15.29230775,-15.10989896,234.37500000,60.03708405,-1.53821974,0.22534624,95.75050611,437.50000000,54.82574017,35.17980746,35.27270886,259.37500000,nonpuff
224.38190874,12.03492432,-8.94266462,46.87500000,1.24339613,4.94097912,0.19410701,62.94778616,937.50000000,62.19467955,47.58344758,47.72003831,1931.25000000,nonpuff
221.89511647,34.59489968,-14.10199497,-281.25000000,-16.00595448,-0.11313137,1.99079968,4.52626591,4375.00000000,61.43485627,36.21633491,36.24968286,790.62500000,nonpuff
245.18649575,20.75464199,-16.89609864,234.37500000,41.32619412,-2.86448336,1.94233486,104.96248299,2187.50000000,63.99694234,23.61366586,24.39154727,978.12500000,nonpuff
441.70424602,48.04011062,-18.69642636,-609.37500000,229.11066160,-4.65563643,3.66927167,11.80110202,4187.50000000,60.07479284,-3.29369587,-3.21442625,1103.12500000,nonpuff
320.17976302,12.36222806,-30.30021748,-1195.31250000,178.78677408,-21.10396651,2.81753728,5.41805133,5937.50000000,50.04521117,-40.77537229,-40.88989617,-1016.87500000,nonpuff
201.96767239,20.33948191,-6.40999976,281.25000000,1.23134870,7.17844121,1.44890583,4.34082536,4000.00000000,54.01005289,-10.45779276,-10.51418845,-891.87500000,nonpuff
49.75599115,5.75724976,-22.59400544,-1593.75000000,-181.38625038,-8.41955742,2.86346687,8.46857247,4750.00000000,55.44144200,13.32642420,13.32442078,-891.87500000,nonpuff
437.49052488,18.85339277,-16.68772455,1640.62500000,171.52473540,-0.96905007,0.75611961,131.99383151,500.00000000,47.87447502,53.36039622,52.92105048,170.62500000,nonpuff
97.75905021,11.55639359,-13.61229862,-1382.81250000,-168.20673928,2.10637586,1.14912857,70.14696002,2750.00000000,47.36055673,9.00880638,8.35386664,1451.87500000,nonpuff
309.53071689,14.29853414,-13.43923438,-70.31250000,31.01375653,1.75172568,0.20730736,33.85805833,5500.00000000,57.19364093,44.21419996,43.25123736,-1188.75000000,nonpuff
283.11770392,25.81170411,-12.91253705,1007.81250000,13.05070540,2.23083205,1.00693978,19.96850350,2687.50000000,56.86182754,49.82205931,49.92038535,4092.50000000,nonpuff
594.26615377,58.05773272,-67.59620100,0.00000000,60.28950103,-14.16314200,1.05730634,463.72784801,250.00000000,44.63355001,-45.02979442,-46.28476672,-1016.87500000,nonpuff
83.05156860,61.54323318,-9.14257487,-1242.18750000,-503.91550432,45.78637209,1.05730634,678.11685024,1312.50000000,41.13958918,-31.80615097,-40.29868085,108.12500000,nonpuff
4465.37905009,215.10720607,-218.70253189,2859.37500000,4170.27034791,-189.75191509,2.54170337,467.32313035,687.50000000,49.46788208,0.12113175,0.63248841,4059.00000000,nonpuff
1647.99450272,80.21105671,-139.68379087,8507.81250000,1394.75248847,-118.15063712,4.25690726,74.56705584,437.50000000,52.04885542,40.13337701,39.68890221,-5503.50000000,nonpuff
1009.94454722,59.99884521,-37.33630425,4335.93750000,719.51094545,-15.80315049,4.70112158,68.82811571,2812.50000000,37.21842581,58.04196684,55.78411091,3105.87500000,puff
272.54620079,35.43215474,-18.12869061,3164.06250000,6.43405911,2.81230473,1.65651266,105.14709188,3312.50000000,56.31921109,46.14298755,42.54980595,1215.25000000,puff
622.38112959,41.10610793,-43.02880726,2484.37500000,324.03665355,-9.82341989,0.56298583,45.06153334,2625.00000000,53.24219464,28.13054255,28.30490803,871.50000000,puff
1273.95510164,67.25583886,-67.55271092,-492.18750000,933.15757758,-48.71181744,1.11567752,28.71438095,4937.50000000,49.44929431,31.63675186,31.82664419,3061.25000000,puff
433.58174367,29.88232965,-26.94209917,539.06250000,287.90910026,-8.10120569,0.81342266,114.13611744,1937.50000000,65.77709232,102.38819763,104.95018444,-563.75000000,puff
537.75978903,38.83723014,-36.92634214,2742.18750000,439.99595842,-23.57106925,4.01713416,40.05083595,1875.00000000,66.51549127,49.38737955,49.83023118,1233.12500000,puff
209.62640331,27.29152138,-15.45684433,-796.87500000,-4.53999213,0.01022259,1.32540673,77.10557896,2312.50000000,50.07796330,24.03456446,23.80134760,6023.75000000,nonpuff
1164.10047308,36.77281837,-47.67167786,4570.31250000,971.82265549,-33.40379323,1.56668287,25.22501642,5500.00000000,50.11749071,25.84848258,25.71932570,1117.50000000,nonpuff
2807.07620891,129.51668734,-154.50787180,-1289.06250000,2606.52717494,-141.18526027,2.81974223,65.13673696,1937.50000000,37.47657608,57.43962957,57.93509254,2451.87500000,nonpuff
709.60109689,61.15639632,-27.99309148,1570.31250000,503.78405756,-12.23968123,2.99338085,177.78211672,1937.50000000,31.42557821,-57.45460300,-59.33867624,123.37500000,nonpuff
-7.70082229,65.20161254,-43.25704478,9140.62500000,-210.00238428,-28.72690013,4.61972743,108.51668542,2750.00000000,70.47191018,-11.24553946,-8.27146455,1232.75000000,nonpuff
-7.70082229,65.20161254,-43.25704478,9140.62500000,-210.00238428,-28.72690013,4.61972743,50.09291002,1750.00000000,49.00095987,-46.37149992,-46.23647527,-5767.25000000,nonpuff
2421.12808152,140.85682598,-58.54848701,4710.93750000,2213.48030103,-44.01834237,4.44256150,35.22174279,4312.50000000,50.68482428,-37.90901058,-37.93936588,951.50000000,nonpuff
230.14865292,16.82352260,-13.24457930,-796.87500000,-24.85448791,2.23131671,0.70340319,200.35967560,1312.50000000,31.89341153,37.16689828,39.64742299,709.37500000,nonpuff
549.62147484,20.16788616,-23.58813176,1312.50000000,251.07855559,-2.34314333,0.73306452,174.37690978,2750.00000000,52.70885669,25.39158009,21.65691334,3152.50000000,nonpuff
829.92401787,32.92892251,-52.70004634,199.06250000,491.54562183,-29.89168055,0.86213843,81.38463406,2750.00000000,52.07907689,31.42288656,33.01791689,1402.50000000,nonpuff
228.75650777,22.61336365,-25.12306812,-70.31250000,-109.62188827,-2.86938700,0.97944108,182.34980617,2687.50000000,49.67226527,30.49641397,30.57207199,-453.12500000,nonpuff
498.55923603,38.70745696,-26.37373185,281.25000000,206.69183931,-5.10183223,1.27345631,59.43641531,2312.50000000,45.73844513,76.12694797,76.09508044,-1376.25000000,nonpuff
7.86654812,23.42279748,-22.61879284,-515.62500000,-341.25004091,0.70243278,1.01378624,175.07806405,2375.00000000,54.21986894,16.19157413,16.79684273,2873.75000000,nonpuff
737.63733143,35.49074950,-43.59827506,937.50000000,415.60261177,-21.28568205,1.34470279,63.38906940,6687.50000000,52.26561538,12.71373335,12.58554963,-298.12500000,nonpuff
1057.09073195,78.58442385,-115.30696554,1500.00000000,336.06258915,-43.06805045,2.28753094,195.76434401,437.50000000,46.90191144,15.83135124,17.76910212,87.25000000,nonpuff
2270.70639370,121.45842428,-143.55293454,1242.18750000,1473.52743316,-66.22122740,1.30422807,123.00497009,2625.00000000,45.69337062,63.74702334,62.75604030,1196.62500000,puff
1486.84269239,97.93574489,-105.58948426,4125.00000000,750.46204062,-31.91770280,1.37092981,233.45147557,1750.00000000,42.62400568,64.82324151,65.82464586,1274.75000000,puff
750.40170186,57.97879121,-43.09944154,1687.50000000,477.40118915,-0.37043674,2.32820282,225.04918315,1000.00000000,51.34274233,-69.93490928,-67.59338904,196.12500000,nonpuff
750.40170186,57.97879121,-43.09944154,1687.50000000,477.40118915,-0.37043674,2.32820282,426.62999957,812.50000000,34.49957670,93.75396305,92.89523302,-1491.37500000,nonpuff
1638.00898840,54.59958543,-83.12773077,5929.68750000,1225.77261681,-56.92733997,1.60387249,285.09346728,2250.00000000,45.88998846,-45.51218995,-45.27826063,-663.25000000,nonpuff
443.46645226,68.06805313,-36.87531744,5460.93750000,31.23008067,-7.92188047,2.55072687,50.04849463,6875.00000000,55.19043283,-50.24015926,-51.28647739,-1444.50000000,nonpuff
973.16756427,102.77751944,-22.59409621,2414.06250000,560.93119268,6.35934076,2.55072687,24.16097011,4625.00000000,48.86085683,-40.97448049,-40.60681534,743.00000000,nonpuff
428.47070394,24.29225799,-20.56574164,539.06250000,92.97577411,6.20613197,0.29590299,4.15885260,4562.50000000,75.30387748,-2.13983184,-1.64693433,1402.62500000,nonpuff
1845.93281428,115.31207089,-128.92904180,1312.50000000,1083.19141031,-54.20846480,1.42351345,196.67696700,2812.50000000,42.48701037,63.63296877,62.22046189,937.37500000,puff
1700.07539841,108.97454703,-96.55057980,3421.87500000,929.14223107,-21.74546476,1.00000000,162.18956154,3250.00000000,46.08833181,48.76365388,46.95970145,-47.00000000,puff
2471.99069177,106.79889067,-178.37512696,3210.93750000,1551.56770949,-96.15860569,1.58845822,189.26215215,2812.50000000,40.21415724,74.05059913,74.56503334,1046.75000000,puff
1285.41585238,97.65881364,-92.56613522,1570.31250000,436.03417719,-17.09756252,1.28371977,202.72134235,2125.00000000,45.43435194,68.94690483,69.22087605,906.12500000,puff
1723.32321073,84.24956699,-128.83926287,2460.93750000,757.57472333,-58.38678095,1.33110561,151.08680994,3250.00000000,45.69410881,73.57747059,71.13941869,562.37500000,puff
1707.81777359,76.52031546,-99.12189938,1804.68750000,598.07558513,-23.06104758,0.72429706,260.53900235,2875.00000000,47.61916863,70.76026648,69.77897365,1874.87500000,puff
1848.74404122,114.54042410,-92.58904153,1617.18750000,796.00380302,-20.32385504,1.00522794,229.56886082,1500.00000000,44.88422693,69.19076373,67.87827939,1531.12500000,puff
1240.76899439,104.76778579,-91.69562985,703.12500000,177.97790031,-21.20642401,1.06875430,184.61839860,2875.00000000,45.48101804,70.25726005,68.03345216,1328.00000000,puff
1559.24703851,71.74280099,-106.75706011,1031.25000000,438.95132468,-36.93266411,1.31708424,263.41430181,1875.00000000,48.50955055,77.25455422,74.72604739,2031.12500000,puff
1915.55841077,107.16643731,-96.19511852,445.31250000,785.45016112,-12.86913537,0.53432411,174.79182064,2125.00000000,46.35557311,69.80848635,68.51794359,1374.87500000,puff
353.11483062,60.63261971,-49.42737257,1195.31250000,-513.87144273,16.68570409,1.02379321,201.45029893,1937.50000000,46.59183590,71.26029617,71.66000445,1281.12500000,puff
823.91857044,73.28191711,-72.08780857,1242.18750000,207.50541761,-22.66374703,1.12705361,58.89598194,1875.00000000,51.38070732,62.61848673,63.08324550,2546.75000000,puff
806.69117849,65.48643161,-55.78253267,3328.12500000,355.51364222,-13.07460339,1.11630648,67.08943856,3187.50000000,46.98571369,53.02061430,53.00884382,1874.87500000,puff
1739.31652499,93.27555656,-84.16693301,6281.25000000,1157.11430078,-36.99471197,1.56524341,57.72277251,1625.00000000,49.04427114,52.53449094,52.89293456,-3234.50000000,puff
5683.18454758,194.73341623,-238.00962845,7989.50000000,4915.96047772,-186.60008277,1.56525941,464.52611546,375.00000000,33.10240564,20.53114698,22.70413414,-3781.37500000,nonpuff
596.36653697,78.93006391,-36.16922590,609.37500000,-207.70721430,20.28441994,1.56525941,423.29954629,2000.00000000,34.30882646,-56.07163847,-58.36820989,1926.87500000,nonpuff
596.36653697,78.93006391,-36.16922590,609.37500000,-207.70721430,20.28441994,1.56525941,440.63431504,1062.50000000,34.55055185,80.79346505,79.75988836,176.87500000,nonpuff
1358.58479655,42.19382648,-109.17593806,2531.25000000,775.57207518,-68.94113715,1.45172861,297.24909165,4812.50000000,47.53672085,38.63861682,38.28173881,-1776.25000000,nonpuff
384.82931852,38.40407910,-16.17144576,773.43750000,123.69788136,5.25595262,3.46734420,211.09445264,1000.00000000,32.27008035,-70.84295373,-70.79137950,-1354.37500000,nonpuff
355.29914078,37.21187231,2.06309674,-375.00000000,89.05857335,21.45494226,2.01880581,145.04284423,4125.00000000,36.99481236,-22.21500569,-20.37430306,1364.37500000,nonpuff
127.14109948,22.65486186,-19.75774247,0.00000000,-190.98192377,2.08968361,0.74208380,214.98443679,1312.50000000,69.18164442,-143.68205616,-145.07209642,275.75000000,nonpuff
1396.55196854,94.34991425,-83.91698129,1757.81250000,836.45553432,-44.78989758,1.49758507,65.49944397,3625.00000000,37.29528155,-22.61296909,-22.52336429,-1083.62500000,nonpuff
3608.42519459,129.30841913,-185.68707816,468.75000000,3212.93214914,-137.08686304,0.68608000,215.83357298,1000.00000000,44.46088954,99.01194652,100.65867977,204.75000000,puff
1809.40780198,95.23035199,-105.96333452,5062.50000000,1499.73646514,-63.98098830,1.09810679,105.99320230,2000.00000000,51.62525951,62.52661119,62.42341785,-2717.12500000,puff
1896.74590140,103.23712846,-105.88715610,187.50000000,1479.39312072,-54.70651979,1.00000000,64.59800576,3312.50000000,65.18648491,103.13069867,102.26295438,1079.75000000,puff
1496.62500066,84.39250021,-72.80710880,11039.06250000,1131.10545837,-28.25653185,1.14098884,76.71147699,2750.00000000,51.25114794,80.51087150,80.99987377,-3654.62500000,puff
2485.30468719,124.43662676,-150.68447867,6117.18750000,2178.14334585,-110.77766288,1.39668137,102.14630062,4250.00000000,55.33070594,77.00902988,74.90618565,-4435.87500000,puff
1391.58322400,78.17932773,-71.57655377,5062.50000000,1025.52377173,-37.29892553,1.21699584,65.91629251,2625.00000000,51.96741078,76.15591638,78.90398665,954.75000000,puff
1279.75603511,63.28068716,-68.81666244,3046.87500000,862.75802168,-40.27009500,1.94750572,179.24641900,2625.00000000,47.43757364,85.67859495,85.17519683,-654.62500000,puff
1010.83193422,58.41949213,-66.18511038,2226.56250000,572.28209231,-32.61536891,2.29894198,98.48793484,1812.50000000,49.78692665,83.91028662,83.95642112,345.37500000,puff
1288.04367149,68.14136067,-66.59622950,5625.00000000,948.54047937,-35.30580087,1.66978069,74.59629191,2437.50000000,48.97570512,90.30537053,90.15523220,142.25000000,puff
1605.15119023,88.90393518,-59.06292951,703.12500000,1215.56492850,-25.45576094,0.64148663,121.05740490,1750.00000000,51.18091837,85.35019005,85.54288179,2314.12500000,puff
1029.13372546,69.30835134,-58.48801456,3082.12500000,570.93062274,-32.64635951,2.07129440,108.80413941,2062.50000000,51.56774561,70.22973784,70.07982512,103.00000000,puff
528.34886742,52.31344621,-12.95774582,3000.00000000,92.30720879,15.34894994,3.69456050,62.76142876,5500.00000000,43.40735818,-1.57617000,-0.68862303,5196.75000000,nonpuff
